Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,I6_15,*,PASS,*,QUAL,*,0.993791,0.997209,0.591015,0.995497,14,43,2809068885,2546949881.000000,0.000000,24802,.,.,11797.000000,6468.000000,,1.8239022881880025,24648,.,.,11716.000000,6458.000000,,1.8141839578816972,154,.,.,81.000000,10.000000,,8.1,60457,.,.,32012.000000,14251.000000,,2.246298505368044,24657,.,.,13610.000000,6460.000000,,2.106811145510836,69,.,.,38.000000,24.000000,,1.5833333333333333,35731,.,.,18364.000000,7767.000000,,2.3643620445474443
INDEL,I6_15,TS_boundary,ALL,*,QUAL,*,0.8863639999999999,0.9047620000000001,0.941586,0.895468,0,0,3148273288.000000,2546949881.000000,0.000000,44,.,.,24.000000,16.000000,,1.5,39,.,.,20.000000,15.000000,,1.3333333333333333,5,.,.,4.000000,1.000000,,4.0,719,.,.,417.000000,152.000000,,2.7434210526315788,38,.,.,19.000000,15.000000,,1.2666666666666666,4,.,.,3.000000,1.000000,,3.0,677,.,.,395.000000,136.000000,,2.9044117647058822
INDEL,I6_15,TS_boundary,PASS,*,QUAL,*,0.8863639999999999,0.9047620000000001,0.941586,0.895468,0,0,3148273288.000000,2546949881.000000,0.000000,44,.,.,24.000000,16.000000,,1.5,39,.,.,20.000000,15.000000,,1.3333333333333333,5,.,.,4.000000,1.000000,,4.0,719,.,.,417.000000,152.000000,,2.7434210526315788,38,.,.,19.000000,15.000000,,1.2666666666666666,4,.,.,3.000000,1.000000,,3.0,677,.,.,395.000000,136.000000,,2.9044117647058822
INDEL,I6_15,TS_contained,ALL,*,QUAL,*,0.9939819999999999,0.997367,0.0,0.9956709999999999,14,43,2546949881.000000,2546949881.000000,0.000000,24758,.,.,11773.000000,6452.000000,,1.82470551766894,24609,.,.,11696.000000,6443.000000,,1.8153034300791557,149,.,.,77.000000,9.000000,,8.555555555555555,24684,.,.,13626.000000,6468.000000,,2.1066790352504636,24619,.,.,13591.000000,6445.000000,,2.108766485647789,65,.,.,35.000000,23.000000,,1.5217391304347827,0,.,.,0.000000,0.000000,,
INDEL,I6_15,TS_contained,PASS,*,QUAL,*,0.9939819999999999,0.997367,0.0,0.9956709999999999,14,43,2546949881.000000,2546949881.000000,0.000000,24758,.,.,11773.000000,6452.000000,,1.82470551766894,24609,.,.,11696.000000,6443.000000,,1.8153034300791557,149,.,.,77.000000,9.000000,,8.555555555555555,24684,.,.,13626.000000,6468.000000,,2.1066790352504636,24619,.,.,13591.000000,6445.000000,,2.108766485647789,65,.,.,35.000000,23.000000,,1.5217391304347827,0,.,.,0.000000,0.000000,,
SNP,*,*,ALL,*,QUAL,*,0.9976010000000001,0.9992629999999999,0.134739,0.998431,1199,104,2809068885,2546949881.000000,0.000000,3365115,2280133.000000,1085711.000000,2060752.000000,1303287.000000,2.1001288556531157,1.5811958532541182,3357043,2274820.000000,1082946.000000,2054684.000000,1301289.000000,2.100584886042333,1.5789605537278806,8072,5313.000000,2765.000000,6068.000000,1998.000000,1.9215189873417722,3.037037037037037,3883817,2583153.000000,1302154.000000,2363840.000000,1517713.000000,1.9837538417115026,1.5575013194194158,3358039,2275216.000000,1083544.000000,2055776.000000,1301195.000000,2.099791056016184,1.5799138484239488,2478,1633.000000,847.000000,1935.000000,541.000000,1.9279811097992916,3.5767097966728283,523300,306304.000000,217763.000000,306129.000000,215977.000000,1.4065934065934067,1.4174148173185108
SNP,*,*,PASS,*,QUAL,*,0.9975430000000001,0.999276,0.132,0.998409,1169,102,2809068885,2546949881.000000,0.000000,3365115,2280133.000000,1085711.000000,2060752.000000,1303287.000000,2.1001288556531157,1.5811958532541182,3356848,2274689.000000,1082882.000000,2054646.000000,1301132.000000,2.1005880603796165,1.5791218723388558,8267,5444.000000,2829.000000,6106.000000,2155.000000,1.9243548957228702,2.8334106728538284,3871287,2577216.000000,1295483.000000,2362036.000000,1507109.000000,1.9893861980435097,1.5672628854316444,3357844,2275085.000000,1083480.000000,2055738.000000,1301038.000000,2.099794181710784,1.5800752937270088,2434,1607.000000,828.000000,1904.000000,529.000000,1.9408212560386473,3.5992438563327034,511009,300524.000000,211175.000000,304394.000000,205542.000000,1.4231040606132355,1.4809333372254818
SNP,*,TS_boundary,ALL,*,QUAL,*,0.964635,0.9908549999999999,0.508609,0.977569,35,8,3148273288.000000,2546949881.000000,0.000000,12696,8893.000000,3818.000000,7755.000000,4924.000000,2.329229963331587,1.5749390739236393,12247,8609.000000,3651.000000,7423.000000,4809.000000,2.3579841139413857,1.54356415055105,449,284.000000,167.000000,332.000000,115.000000,1.7005988023952097,2.8869565217391306,25147,16873.000000,8302.000000,15136.000000,9975.000000,2.0324018308841243,1.517393483709273,12244,8608.000000,3649.000000,7422.000000,4807.000000,2.3590024664291587,1.5439983357603495,113,71.000000,42.000000,88.000000,25.000000,1.6904761904761905,3.52,12790,8194.000000,4611.000000,7626.000000,5143.000000,1.7770548687920191,1.4827921446626482
SNP,*,TS_boundary,PASS,*,QUAL,*,0.964083,0.9911709999999999,0.508754,0.97744,32,8,3148273288.000000,2546949881.000000,0.000000,12696,8893.000000,3818.000000,7755.000000,4924.000000,2.329229963331587,1.5749390739236393,12240,8604.000000,3649.000000,7423.000000,4802.000000,2.3579062756919704,1.545814244064973,456,289.000000,169.000000,332.000000,122.000000,1.7100591715976332,2.721311475409836,25132,16863.000000,8297.000000,15131.000000,9965.000000,2.0324213571170304,1.5184144505770196,12237,8603.000000,3647.000000,7422.000000,4800.000000,2.3589251439539347,1.54625,109,68.000000,41.000000,84.000000,25.000000,1.6585365853658536,3.36,12786,8192.000000,4609.000000,7625.000000,5140.000000,1.7773920590149708,1.4834630350194553
SNP,*,TS_contained,ALL,*,QUAL,*,0.997726,0.999294,0.0,0.998509,1164,96,2546949881.000000,2546949881.000000,0.000000,3352419,2271240.000000,1081893.000000,2052997.000000,1298363.000000,2.099320357928187,1.5812195818888863,3344796,2266211.000000,1079295.000000,2047261.000000,1296480.000000,2.099714165265289,1.579091848698013,7623,5029.000000,2598.000000,5736.000000,1883.000000,1.9357197844495766,3.046202867764206,3348160,2268170.000000,1080700.000000,2050201.000000,1296904.000000,2.098797075969279,1.580842529593555,3345795,2266608.000000,1079895.000000,2048354.000000,1296388.000000,2.098915172308419,1.5800470229591759,2365,1562.000000,805.000000,1847.000000,516.000000,1.9403726708074533,3.5794573643410854,0,0.000000,0.000000,0.000000,0.000000,,
SNP,*,TS_contained,PASS,*,QUAL,*,0.9976700000000001,0.9993059999999999,0.0,0.9984870000000001,1137,94,2546949881.000000,2546949881.000000,0.000000,3352419,2271240.000000,1081893.000000,2052997.000000,1298363.000000,2.099320357928187,1.5812195818888863,3344608,2266085.000000,1079233.000000,2047223.000000,1296330.000000,2.099718040497279,1.5792452539091126,7811,5155.000000,2660.000000,5774.000000,2033.000000,1.9379699248120301,2.8401377274963107,3347932,2268021.000000,1080620.000000,2050136.000000,1296742.000000,2.098814569413855,1.5809898962168265,3345607,2266482.000000,1079833.000000,2048316.000000,1296238.000000,2.0989189995119615,1.58020054959043,2325,1539.000000,787.000000,1820.000000,504.000000,1.9555273189326556,3.611111111111111,0,0.000000,0.000000,0.000000,0.000000,,
